c_w,d_tresh,numGapJns,rep,spikeRate
1.6,1.1,2.0,2,0.0
1.8,1.1,2.0,0,0.0
1.8,1.1,2.0,1,0.0
1.8,1.1,2.0,2,0.0
2.0,1.1,2.0,0,0.0
2.0,1.1,2.0,1,0.0
2.0,1.1,2.0,2,0.0
2.2,1.1,2.0,0,0.0
2.2,1.1,2.0,1,0.0
2.2,1.1,2.0,2,0.0
2.4,1.1,2.0,0,0.0
2.4,1.1,2.0,1,0.0
2.4,1.1,2.0,2,0.0
2.6,1.1,2.0,0,0.0
2.6,1.1,2.0,1,0.0
2.6,1.1,2.0,2,0.0
2.8,1.1,2.0,0,0.0
2.8,1.1,2.0,1,0.0
2.8,1.1,2.0,2,0.0
3.0,1.1,2.0,0,0.0
3.0,1.1,2.0,1,0.0
3.0,1.1,2.0,2,0.0
3.2,1.1,2.0,0,0.0
3.2,1.1,2.0,1,0.0
3.2,1.1,2.0,2,0.0
3.4,1.1,2.0,0,0.0
3.4,1.1,2.0,1,0.0
3.4,1.1,2.0,2,0.0
3.6,1.1,2.0,0,0.0
3.6,1.1,2.0,1,0.0
3.6,1.1,2.0,2,0.0
3.8,1.1,2.0,0,0.0
3.8,1.1,2.0,1,0.0
3.8,1.1,2.0,2,0.0
0.0,1.2,0.0,0,24.9
0.0,1.2,0.0,1,23.22
0.0,1.2,0.0,2,26.86
0.2,1.2,2.0,0,11.76
0.2,1.2,2.0,1,21.56
0.2,1.2,2.0,2,21.68
0.4,1.2,2.0,0,0.0
0.4,1.2,2.0,1,0.0
0.4,1.2,2.0,2,0.0
0.6,1.2,2.0,0,0.0
0.6,1.2,2.0,1,0.0
0.6,1.2,2.0,2,0.0
0.8,1.2,2.0,0,0.0
0.8,1.2,2.0,1,0.0
0.8,1.2,2.0,2,0.0
1.0,1.2,2.0,0,0.0
1.0,1.2,2.0,1,0.0
1.0,1.2,2.0,2,0.0
1.2,1.2,2.0,0,0.0
1.2,1.2,2.0,1,0.0
1.2,1.2,2.0,2,0.0
1.4,1.2,2.0,0,0.0
1.4,1.2,2.0,1,0.0
1.4,1.2,2.0,2,0.0
1.6,1.2,2.0,0,0.0
1.6,1.2,2.0,1,0.0
1.6,1.2,2.0,2,0.0
1.8,1.2,2.0,0,0.0
1.8,1.2,2.0,1,0.0
1.8,1.2,2.0,2,0.0
2.0,1.2,2.0,0,0.0
2.0,1.2,2.0,1,0.0
2.0,1.2,2.0,2,0.0
2.2,1.2,2.0,0,0.0
2.2,1.2,2.0,1,0.0
